ID,Ponto,LATITUDE,LONGITUDE,Fazenda,Município,Textura,Uso atual,Cultura,Manejo,Época,Data da coleta,A,E,gs,Ca,Ci,Ci/Ca,EUA,A/Ci,YII,ETR,Chl a,Chl b,IAF,Chl a.1,Chl b.1,IAF.1,IAF.2,Estágio,Peso Seco
D-79,79,-17.6253,-51.14,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-42,42,-17.6776,-50.9643,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.5314,-50.8012,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.6671,-51.1978,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,13.9257,2.6107,0.1826,415.187,267.986,0.6455,5.334,0.05196,0.5992,105.954,26.91,14.58,1.36,26.88,16.18,1.57,1.41,R3,76.22
D-14,14,-17.7212,-51.0086,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.4621,-51.0819,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.8576,-50.9778,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,13.3234,3.4736,0.1209,404.751,273.969,0.6769,3.8356,0.04863,0.6853,153.195,29.21,5.68,3.51,30.35,6.03,3.09,3.65,R3,64.31
D-89,89,-17.8549,-51.0267,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.4326,-50.8849,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.6463,-51.0246,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.4127,-51.0332,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-05,5,-17.4537,-50.8777,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.7597,-51.0678,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.843,-50.9363,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.8306,-50.836,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.7427,-50.8488,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.6748,-51.0517,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2025-12-19,21.0431,4.3313,0.2383,406.68,196.6,0.4834,4.8584,0.10703,0.719,152.175,21.49,11.38,2.85,23.18,11.76,2.63,2.94,R3,65.82
D-20,20,-17.7777,-50.9092,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.5371,-51.0865,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.4347,-50.9551,Farm B,Municipality 1,,Anual,Soja,,Verão,2025-12-19,12.6567,4.2564,0.05,412.46,258.445,0.6266,2.9735,0.04897,0.6651,147.345,34.24,7.74,3.37,31.44,9.23,3.52,3.32,V4,96.51
D-04,4,-17.4197,-51.0516,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.7629,-51.0981,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.4719,-50.9476,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-17,17,-17.7388,-50.9211,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.8726,-51.1442,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.7609,-51.1602,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.8111,-50.9074,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.5669,-50.8537,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.7812,-51.1398,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.7226,-51.1948,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.7559,-50.8995,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.4344,-51.1403,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.5605,-50.8974,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.8692,-51.0276,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.6554,-51.1699,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.4893,-51.1684,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.8172,-50.9638,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-54,54,-17.5217,-51.0113,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.897,-50.827,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.6885,-51.1677,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.7179,-50.8605,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.6806,-51.0788,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-79,79,-17.88,-51.1887,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-30,30,-17.5232,-51.1459,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.5199,-50.9924,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.4553,-50.8952,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-15,15,-17.7795,-50.9846,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-26,26,-17.6197,-51.0078,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.444,-51.1561,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.4048,-50.8015,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.5127,-51.1861,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-01-23,22.3661,5.6664,0.2261,415.632,267.934,0.6446,3.9471,0.08348,0.675,171.644,23.06,12.35,3.1,22.91,12.16,2.58,2.88,R1,79.74
D-21,21,-17.8644,-51.0099,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.7289,-50.9364,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.4229,-51.0861,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-08,8,-17.4856,-51.1055,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.8364,-51.1245,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.6939,-50.8961,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.8325,-50.8225,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.4302,-51.1497,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.805,-50.8406,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.788,-51.0757,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.7277,-50.9772,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-82,82,-17.8098,-50.8974,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.8844,-50.816,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.57,-50.9101,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.5075,-50.9781,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-81,81,-17.6767,-50.9951,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.4618,-51.1349,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.432,-51.1342,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-01-23,12.9017,2.6952,0.1765,432.028,240.551,0.5568,4.7869,0.05363,0.7176,128.7,32.66,12.15,2.97,30.74,12.29,3.37,3.01,V4,82.63
D-09,9,-17.6313,-51.0052,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-83,83,-17.7689,-51.163,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-72,72,-17.4666,-51.0616,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-88,88,-17.679,-51.1022,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.8908,-51.0243,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-82,82,-17.5415,-50.8967,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.8756,-50.8984,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-39,39,-17.8536,-50.9752,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.6533,-51.0578,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.7343,-51.041,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-27,27,-17.6087,-51.0859,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.648,-50.8382,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.835,-50.9995,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.6875,-51.09,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.6181,-51.097,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-20,20,-17.8198,-51.119,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.7712,-51.132,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.8105,-51.0344,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.5369,-51.1212,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.726,-50.8191,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-61,61,-17.7751,-50.989,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.5115,-51.0494,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-11,11,-17.8731,-50.9975,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.5052,-51.1973,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.7647,-51.0909,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.4885,-51.1206,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.7849,-50.8059,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-35,35,-17.5974,-51.036,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-70,70,-17.6355,-51.1866,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.5899,-51.0132,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.6738,-51.0335,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.776,-50.8344,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.5829,-50.8545,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.8289,-50.9894,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.6805,-50.9063,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-73,73,-17.4603,-51.011,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.5556,-50.8224,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-55,55,-17.89,-51.0326,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-80,80,-17.5349,-50.8793,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.513,-50.9397,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-71,71,-17.8267,-51.0272,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.4519,-51.1895,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.6672,-51.045,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.6826,-51.0712,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.5776,-50.9127,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.6826,-51.1085,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,18.8446,4.6554,0.2797,422.769,255.92,0.6053,4.0479,0.07363,0.6653,152.116,29.95,15.2,3.25,29.55,14.46,3.03,2.84,R3,89.74
D-14,14,-17.6967,-50.8605,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-55,55,-17.7622,-50.9378,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.6131,-51.1267,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.8798,-51.0017,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-31,31,-17.8884,-51.04,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,6.4805,1.5338,0.0935,412.084,255.359,0.6197,4.2252,0.02538,0.69,161.906,33.23,14.56,3.26,32.39,15.21,3.43,3.02,R3,104.48
D-53,53,-17.8555,-51.0419,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.4822,-50.9326,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.8062,-51.0083,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-23,23,-17.5131,-51.0429,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.6504,-50.9425,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.4636,-50.9671,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.6929,-51.183,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.4451,-50.8825,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.7612,-51.0533,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.8457,-51.1386,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.7269,-50.9659,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-46,46,-17.874,-50.828,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-35,35,-17.7133,-50.8223,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.4946,-51.0639,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-32,32,-17.8963,-51.1356,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.7899,-50.9152,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.6835,-51.1857,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,17.0053,4.4002,0.2951,410.829,277.456,0.6754,3.8646,0.06129,0.7388,139.887,35.49,9.62,2.76,34.32,7.77,2.52,2.53,R3,80.98
D-03,3,-17.5382,-50.8524,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.8446,-50.8176,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.5933,-50.9096,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-75,75,-17.4339,-50.9743,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-47,47,-17.7452,-50.9839,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.4861,-50.8917,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.5383,-50.9005,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-59,59,-17.8938,-50.9961,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-78,78,-17.7427,-50.8904,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-02,2,-17.5796,-51.1957,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,13.0625,2.2161,0.1298,391.284,254.507,0.6504,5.8943,0.05132,0.7022,153.504,25.2,12.4,1.85,26.2,11.84,2.08,2.26,V4,65.6
D-27,27,-17.6269,-51.1504,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-77,77,-17.5987,-51.1778,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-55,55,-17.7984,-51.0729,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-89,89,-17.4582,-51.0795,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.8298,-51.0772,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.6257,-51.1139,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-63,63,-17.7271,-50.8837,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-52,52,-17.7982,-51.1554,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.5629,-50.99,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-40,40,-17.8519,-51.1246,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-37,37,-17.459,-50.9333,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-64,64,-17.7654,-51.0717,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-22,22,-17.7338,-51.0675,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-56,56,-17.4301,-51.173,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-13,13,-17.7594,-50.936,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-44,44,-17.4574,-50.931,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.5425,-51.1724,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.5932,-50.8441,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-35,35,-17.4097,-51.1089,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.7764,-51.1001,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-90,90,-17.5953,-51.1311,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-57,57,-17.4603,-51.1771,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-68,68,-17.6627,-50.8538,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.6304,-50.9532,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-38,38,-17.4451,-51.1134,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-84,84,-17.6147,-51.1997,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-53,53,-17.6767,-51.1976,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.59,-50.8853,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.6291,-51.1484,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-07,7,-17.5095,-50.8956,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.8657,-50.9233,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-04,4,-17.894,-50.8948,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-49,49,-17.4826,-51.1377,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,16.8338,3.4772,0.3586,417.615,255.73,0.6124,4.8412,0.06583,0.7412,146.247,26.74,12.69,2.07,26.12,12.48,1.97,2.3,R1,50.34
D-04,4,-17.5039,-50.8988,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4698,-50.9406,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-06,6,-17.8746,-50.9001,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.7445,-51.04,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-14,14,-17.7558,-51.128,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-01,1,-17.4821,-51.0881,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-45,45,-17.4941,-50.8344,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.7701,-51.1459,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-35,35,-17.5063,-50.8672,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,24.3138,4.7962,0.3148,418.956,292.895,0.6991,5.0694,0.08301,0.6542,158.692,31.07,12.8,3.52,32.33,13.98,3.45,3.23,R3,80.19
D-72,72,-17.6764,-50.9791,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.5382,-51.1219,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.7075,-51.1987,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.7711,-50.9228,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-10,10,-17.6734,-50.9462,Farm B,Municipality 1,,Anual,Soja,,Verão,2026-02-28,13.3443,2.4291,0.1162,416.315,253.04,0.6078,5.4935,0.05274,0.7392,149.241,36.34,7.69,3.57,33.8,7.67,3.34,3.48,R1,83.37
D-42,42,-17.7378,-50.8807,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.4742,-51.1814,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-36,36,-17.7223,-50.9538,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-87,87,-17.6104,-51.1331,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-85,85,-17.8024,-51.094,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.4785,-51.1773,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-21,21,-17.8337,-50.8691,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-29,29,-17.5103,-51.083,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.5408,-50.9655,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-55,55,-17.5419,-50.85,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-50,50,-17.8866,-50.9786,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.6376,-50.954,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-18,18,-17.7724,-50.9155,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-62,62,-17.8665,-51.0387,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-28,28,-17.7433,-50.8613,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-25,25,-17.7355,-51.0018,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.6744,-51.0149,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-34,34,-17.5035,-50.8609,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-67,67,-17.8307,-51.0286,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-60,60,-17.7534,-51.0776,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-79,79,-17.5228,-50.8591,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-74,74,-17.6538,-51.1755,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-66,66,-17.599,-51.0308,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-09,9,-17.5264,-50.8421,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-48,48,-17.833,-50.9955,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.7093,-51.0043,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-65,65,-17.498,-50.8993,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-43,43,-17.4077,-50.9288,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-58,58,-17.5093,-51.0491,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-12,12,-17.5529,-50.9676,Farm A,Municipality 1,,Perene,Cana-de-açúcar,,Verão,2026-01-23,16.0289,3.6131,0.1963,414.959,298.158,0.7185,4.4363,0.05376,0.7171,144.596,28.45,12.93,1.46,29.83,11.87,1.47,1.34,V4,78.45
D-46,46,-17.8059,-51.0644,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-24,24,-17.6768,-50.8188,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-86,86,-17.4055,-50.8212,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-70,70,-17.4259,-51.1634,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-16,16,-17.8767,-50.896,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-33,33,-17.8766,-51.1302,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-69,69,-17.5509,-51.0886,Farm B,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
D-51,51,-17.8713,-50.8599,Farm A,Municipality 1,,,,,,,,,,,,,,,,,,,,,,,,,
